"";"Date";"Consumption"
"1";2018-01-01;55,0875898427673
"2";2018-01-02;52,9701217391808
"3";2018-01-03;43,7713087879469
"4";2018-01-04;41,1444984105146
"5";2018-01-05;51,3303230616199
"6";2018-01-06;64,1346940538564
"7";2018-01-07;45,6674582383732
"8";2018-01-08;52,6005027118172
"9";2018-01-09;59,6739588533732
"10";2018-01-10;52,8404565818992
"11";2018-01-11;60,7311936073776
"12";2018-01-12;38,6476612802972
"13";2018-01-13;50,654963381556
"14";2018-01-14;63,7059072384135
"15";2018-01-15;42,6135441535025
"16";2018-01-16;49,7074363145594
"17";2018-01-17;49,6941800124231
"18";2018-01-18;39,0198691698913
"19";2018-01-19;70,7858755773263
"20";2018-01-20;47,4780799608718
"21";2018-01-21;41,4931729917649
"22";2018-01-22;35,416755037764
"23";2018-01-23;49,9701436522239
"24";2018-01-24;53,8434123456155
"25";2018-01-25;54,2219882657702
"26";2018-01-26;52,9142798232348
"27";2018-01-27;43,7684529494428
"28";2018-01-28;53,0893011348265
"29";2018-01-29;39,7851726703551
"30";2018-01-30;44,1144619165892
"31";2018-01-31;59,9905251821466
"32";2018-02-01;63,3278427269153
"33";2018-02-02;37,1982400534775
"34";2018-02-03;40,4327958961217
"35";2018-02-04;52,0905389121953
"36";2018-02-05;51,0573269133561
"37";2018-02-06;52,2524492719985
"38";2018-02-07;45,3983482640219
"39";2018-02-08;68,1037202655788
"40";2018-02-09;56,7733179144574
"41";2018-02-10;61,6386009338561
"42";2018-02-11;42,3429855682378
"43";2018-02-12;40,6323638599009
"44";2018-02-13;48,0865539861507
"45";2018-02-14;61,4894994277457
"46";2018-02-15;54,0016676131862
"47";2018-02-16;52,4797496394477
"48";2018-02-17;49,5413940893218
"49";2018-02-18;52,544358986645
"50";2018-02-19;52,5877502852317
"51";2018-02-20;39,3163466543651
"52";2018-02-21;43,3731513819741
"53";2018-02-22;29,7445317806383
"54";2018-02-23;41,9685121691547
"55";2018-02-24;53,3174953160015
"56";2018-02-25;40,3074242327184
"57";2018-02-26;51,1391536372888
"58";2018-02-27;39,6663423240693
"59";2018-02-28;63,9594764206901
"60";2018-03-01;47,3783866114539
"61";2018-03-02;49,4488130647808
"62";2018-03-03;52,2130146993096
"63";2018-03-04;54,4760163030199
"64";2018-03-05;43,5691942951742
"65";2018-03-06;43,6805371604418
"66";2018-03-07;61,7849066725584
"67";2018-03-08;79,0694980388228
"68";2018-03-09;55,5716652830417
"69";2018-03-10;54,1577683181432
"70";2018-03-11;73,8454722908384
"71";2018-03-12;37,5596873560727
"72";2018-03-13;39,9804144007589
"73";2018-03-14;56,8861562855559
"74";2018-03-15;81,8210178558971
"75";2018-03-16;56,2516168221712
"76";2018-03-17;37,1492796225551
"77";2018-03-18;52,8991322886142
"78";2018-03-19;48,2607449643827
"79";2018-03-20;49,6951173653111
"80";2018-03-21;52,7466576059556
"81";2018-03-22;43,2441687306205
"82";2018-03-23;54,0020129111319
"83";2018-03-24;49,146116018177
"84";2018-03-25;31,4510148399315
"85";2018-03-26;54,4136963900122
"86";2018-03-27;48,8749809788039
"87";2018-03-28;56,8955110710257
"88";2018-03-29;44,6530229462089
"89";2018-03-30;75,1565356054703
"90";2018-03-31;45,4653939172891
"91";2018-04-01;37,2424672192502
"92";2018-04-02;53,8362709227134
"93";2018-04-03;42,7178506407104
"94";2018-04-04;45,2543932204841
"95";2018-04-05;38,4776442172556
"96";2018-04-06;71,2387958290991
"97";2018-04-07;51,1535611343287
"98";2018-04-08;55,6096870109212
"99";2018-04-09;54,6795055150033
"100";2018-04-10;41,4480335410128
"101";2018-04-11;46,0415242064092
"102";2018-04-12;52,3385830061469
"103";2018-04-13;42,7169424320073
"104";2018-04-14;50,0569909507708
"105";2018-04-15;31,2288060457503
"106";2018-04-16;56,433107694444
"107";2018-04-17;39,7203941897122
"108";2018-04-18;58,6956634743185
"109";2018-04-19;35,5876155585589
"110";2018-04-20;36,9617048810663
"111";2018-04-21;54,4129334297032
"112";2018-04-22;43,9338191314474
"113";2018-04-23;54,4102662948033
"114";2018-04-24;43,832171214862
"115";2018-04-25;41,4121546448525
"116";2018-04-26;38,2936799235739
"117";2018-04-27;34,6954847709148
"118";2018-04-28;49,4642835022502
"119";2018-04-29;55,6277021916344
"120";2018-04-30;52,1371583362627
"121";2018-05-01;36,1541289394083
"122";2018-05-02;52,997850115095
"123";2018-05-03;30,7473428016228
"124";2018-05-04;87,248735589613
"125";2018-05-05;46,7125704119843
"126";2018-05-06;54,3454875784552
"127";2018-05-07;66,7051505791929
"128";2018-05-08;49,5524858262973
"129";2018-05-09;55,6061260545378
"130";2018-05-10;46,9375105922352
"131";2018-05-11;44,9405026460866
"132";2018-05-12;34,2848267624726
"133";2018-05-13;51,4274714088075
"134";2018-05-14;39,6521412585655
"135";2018-05-15;32,0603500207104
"136";2018-05-16;45,2251615413403
"137";2018-05-17;53,9898372009521
"138";2018-05-18;44,1853824101568
"139";2018-05-19;58,561285948904
"140";2018-05-20;47,4518284800376
"141";2018-05-21;53,8740719074821
"142";2018-05-22;58,4617827218184
"143";2018-05-23;53,3137858716605
"144";2018-05-24;50,6620688796615
"145";2018-05-25;66,569154473338
"146";2018-05-26;53,2970857432822
"147";2018-05-27;46,1074664209661
"148";2018-05-28;45,6680814401171
"149";2018-05-29;64,3097435608612
"150";2018-05-30;50,9362353670952
"151";2018-05-31;49,5893703876218
"152";2018-06-01;35,3122483017171
"153";2018-06-02;54,355108330649
"154";2018-06-03;40,6625604913212
"155";2018-06-04;25,7411205257706
"156";2018-06-05;52,2716176825266
"157";2018-06-06;67,8749750029703
"158";2018-06-07;45,5494053427044
"159";2018-06-08;50,788690709588
"160";2018-06-09;34,6765892678686
"161";2018-06-10;66,5395155667557
"162";2018-06-11;39,3713424299363
"163";2018-06-12;29,5745648908626
"164";2018-06-13;61,4110222190588
"165";2018-06-14;94,0223338909231
"166";2018-06-15;34,9005840370006
"167";2018-06-16;56,1218502560725
"168";2018-06-17;47,0621419527081
"169";2018-06-18;25,5349308372566
"170";2018-06-19;48,6758295449962
"171";2018-06-20;64,7363091541505
"172";2018-06-21;47,0194764630529
"173";2018-06-22;46,9158199260774
"174";2018-06-23;51,5683679737588
"175";2018-06-24;38,0052426434959
"176";2018-06-25;50,0576640833292
"177";2018-06-26;48,4879602884596
"178";2018-06-27;59,9681722080586
"179";2018-06-28;41,4598326660915
"180";2018-06-29;53,7018967114627
"181";2018-06-30;56,2716133285195
"182";2018-07-01;49,0724292381889
"183";2018-07-02;38,8388124386726
"184";2018-07-03;49,4833851486454
"185";2018-07-04;48,4220786040315
"186";2018-07-05;50,0298087164374
"187";2018-07-06;51,4135302699219
"188";2018-07-07;32,7100003414825
"189";2018-07-08;57,5463415838301
"190";2018-07-09;45,5336225588551
"191";2018-07-10;56,031357506998
"192";2018-07-11;77,0845336438339
"193";2018-07-12;39,8527436307523
"194";2018-07-13;46,4614706989234
"195";2018-07-14;37,7252770325168
"196";2018-07-15;64,5212800445836
"197";2018-07-16;45,4038050131366
"198";2018-07-17;57,5526867510315
"199";2018-07-18;40,3551500689026
"200";2018-07-19;50,8424986730381
"201";2018-07-20;69,2521322917476
"202";2018-07-21;39,3053376696658
"203";2018-07-22;57,8875510457707
"204";2018-07-23;42,855020618919
"205";2018-07-24;49,4891667369301
"206";2018-07-25;59,4627198250477
"207";2018-07-26;64,3163559492736
"208";2018-07-27;37,3145054856479
"209";2018-07-28;41,4028547560847
"210";2018-07-29;49,0742760146606
"211";2018-07-30;55,2473442607753
"212";2018-07-31;42,1577593939787
"213";2018-08-01;56,0193279283858
"214";2018-08-02;42,5997937344133
"215";2018-08-03;57,2129583178831
"216";2018-08-04;32,2291579373317
"217";2018-08-05;46,2940957976036
"218";2018-08-06;42,4701546988991
"219";2018-08-07;53,4346960829877
"220";2018-08-08;75,9127813594153
"221";2018-08-09;45,3491974892308
"222";2018-08-10;68,649746848713
"223";2018-08-11;26,0826416968688
"224";2018-08-12;60,0431535360113
"225";2018-08-13;89,4607273472262
"226";2018-08-14;46,9313433068042
"227";2018-08-15;70,1421655830268
"228";2018-08-16;57,4885819598691
"229";2018-08-17;43,7747344687662
"230";2018-08-18;57,2432703292752
"231";2018-08-19;74,3653741166292
"232";2018-08-20;52,857914501185
